ID / Código Externo;Nome do Insumo;Categoria;Subcategoria;Unidade;Preço Unitário;Estoque Atual;Estoque Mínimo;Local / Obra;Ativo;Observações;Página Fonte
SIENGE-1098;Graute de Alto Desempenho;Argamassas e Selantes;ARGAMASSAS;kg;0,0000;;;;Sim;Preço de origem zerado;14
SIENGE-1099;Graute para Preenchimento;Argamassas e Selantes;ARGAMASSAS;kg;0,0000;;;;Sim;Preço de origem zerado;14
SIENGE-1100;Taxa de Bombeamento Argamassa Estabilizada;Argamassas e Selantes;ARGAMASSAS;m3;44,0000;;;;Sim;;15
SIENGE-1101-01;Argamassa Polimérica para Alvenaria de Vedação / Dun Dun;Argamassas e Selantes;ARGAMASSAS;kg;0,0000;;;;Sim;"Código de origem repetido; usar o ID externo; Preço de origem zerado";15
SIENGE-1101-02;Argamassa Polimérica para Alvenaria de Vedação;Argamassas e Selantes;ARGAMASSAS;kg;0,0000;;;;Sim;"Código de origem repetido; usar o ID externo; Preço de origem zerado";15
SIENGE-1102;Argamassa Mista para Assentamento Alvenaria;Argamassas e Selantes;ARGAMASSAS;m3;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-1103;Argamassa Adesiva para Chapisco Desempenado;Argamassas e Selantes;ARGAMASSAS;sc;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-1104;Argamassa Estabilizada para Assentamento Alvenaria Vedação;Argamassas e Selantes;ARGAMASSAS;m3;390,0000;;;;Sim;;15
SIENGE-1105;Argamassa Contrapiso Autonivelante;Argamassas e Selantes;ARGAMASSAS;kg;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8761;Argamassa Média Fina;Argamassas e Selantes;ARGAMASSAS;m3;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8787;Taxa de Bombeamento Argamassa;Argamassas e Selantes;ARGAMASSAS;m3;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8866;Controle Tecnológico / Avaliação Através da Percussão;Argamassas e Selantes;ARGAMASSAS;m2;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8867;Controle Tecnológico / Relatório Percussão;Argamassas e Selantes;ARGAMASSAS;un;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8868;Controle Tecnológico / Deslocamento;Argamassas e Selantes;ARGAMASSAS;dia;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8869;Controle Tecnológico / Ensaio Interno;Argamassas e Selantes;ARGAMASSAS;un;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8870;Controle Tecnológico / Ensaio Externo;Argamassas e Selantes;ARGAMASSAS;un;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-8905;Argamassa de Rejuntamento para Revestimento em Concreto Ripado;Argamassas e Selantes;ARGAMASSAS;kg;12,0000;;;;Sim;;15
SIENGE-8968;Argamassa Múltiplo Uso para Fachada;Argamassas e Selantes;ARGAMASSAS;sc;0,0000;;;;Sim;Preço de origem zerado;15
SIENGE-9218;Argamassa Refratária;Argamassas e Selantes;ARGAMASSAS;sc;0,0000;;;;Sim;Preço de origem zerado;15
